# id, s, p
425.000000,5.299693,0.000000
426.000000,4.648585,0.000002
427.000000,0.055177,0.477999
428.000000,5.667568,0.000000
429.000000,4.840789,0.000001
430.000000,2.252169,0.012156
431.000000,-2.006354,0.022409
432.000000,-0.123337,0.450920
433.000000,-1.104633,0.134659
434.000000,3.563415,0.000183
435.000000,5.241105,0.000000
436.000000,3.039690,0.001184
437.000000,4.795112,0.000001
438.000000,-0.558558,0.288232
439.000000,-0.173219,0.431240
440.000000,0.688953,0.245427
441.000000,-0.629047,0.264659
442.000000,-0.640165,0.261033
443.000000,0.982699,0.162878
444.000000,1.109096,0.133694
445.000000,1.807933,0.035308
446.000000,0.514296,0.303522
447.000000,1.745890,0.040415
448.000000,0.657148,0.255543
449.000000,0.792789,0.213950
450.000000,1.320633,0.093312
451.000000,0.969845,0.166062
452.000000,0.764103,0.222403
453.000000,0.541413,0.294111
454.000000,0.936377,0.174540
455.000000,0.518424,0.302081
